tweet,happy_score,angry_score,surprise_score,sad_score,fear_score
muslim covid_19 uklockdown not for the privileged few,0.0,0.0,0.0,0.0,0.0
funnily enough if you started watching back-to-back during this uklockdown it would only last seasons 1-6 bc there are a million eps of friends 🙄,0.33,0.0,0.33,0.0,0.33
hi mary i'm doing ok thanks so much sweetheart just a very anxious time for all we are on uk lockdown here but i'm a listed key worker so must go out to work every day i'm scared i cannot deny 🥺 hope you're all doing ok lovely stay safe hun lots of love ❤❤🤗🤗😘😘,0.3,0.1,0.1,0.3,0.2
maybe he means the kind of 'experts' like in the uk who said 250 000 people could die in 6 months and the nhs would be swamped which lead to the london and uk lockdown now the same 'expert' says maybe less than 20 000 and the nhs will probably cope,0.2,0.0,0.4,0.0,0.4
clapforcarers massive thank you york uklockdown yorkclifton firework,0.0,1.0,0.0,0.0,0.0
another old photo due to the corona uklockdown this time the housesofparliament london blackandwhite photo about 1897 colour photo from my trip to london in 2014 photography placechanged…,0.0,1.0,0.0,0.0,0.0
today’s local walk: the weather has taken a turn for the worse cold &amp; blustery on a positive note a tractor passed us &amp; 5 minutes later we stumbled upon a turnip that had fallen from it soup anyone keepsmiling uklockdown pttravel weareallinthistogether saturdaythoughts,0.2,0.0,0.6,0.2,0.0
queuing for groceries at a supermarket in chertsey surrey stayathomeandstaysafe uklockdown,0.0,0.0,0.0,0.0,0.0
let's fight against covid-19 by following social distance standtogether thelockdown adam coronaviruspakistan stayathome tannie محبت_مافیا archer turkey suspendonlineclasses socialdistancing coronavirustruth italy letspray4world uklockdown,0.0,0.0,0.0,0.67,0.33
lots of our lp club members and their families are joining in with our daily challenge💪 here are sisters megan and maya doing today’s figure of 8 challenge ‘howard style’👏👏👏👏👏🖤❤️ stayathomechallenge blackandred familytime quarantinelife uklockdown,0.0,0.0,0.33,0.33,0.33
making the most of uklockdown by auditing some of our costume collection on the dining room table hat's the way to do it highlandmuseums discoverglencoe stayathome collections behindthescenes amazingpuns,0.0,0.0,0.0,0.5,0.5
got to find the humour none better than hignfy coronaviruslockdown uklockdown irelandlockdown,0.0,0.0,0.5,0.5,0.0
welsh hills countryside sunset on the 26th march 2020 • taken during our daily allowed walk whilst in uk lockdown due to the corona virus • fujifilm x-t2 - 50140mm • copyright: ash youd all rights…,0.0,0.0,1.0,0.0,0.0
when this is all over please don’t forget what it’s taught us family friends and our health are the most important things on this planet coronavirus covid19 uklockdown,0.29,0.14,0.29,0.29,0.0
ha i meant she wanted the romance and he wanted just friendship i think uk lockdown has got me watching so much youtube and i've got hung up on this now i only realised yesterday there is three chapter videos all good fun,0.4,0.0,0.4,0.2,0.0
they're now saying coronavirus could peak in april but fear it may come back by christmas for a second wave if the lockdown is ended too soon when do you think the uk lockdown will end lockdown coronaviruslockdown coronaviruslockdownuk,0.0,0.0,0.33,0.17,0.5
by god why why why no i will find whoever did this to barry and i will hunt you down you beast talkinglooroll coronavirusuk coronavirus lockdown covid19 uklockdown,0.0,0.0,1.0,0.0,0.0
we have formed ourselves a minifestival starring balloons welcome to the balloon room day13 uklockdown,0.5,0.0,0.0,0.0,0.5
12 joyful films for dark days isolation getting you down sometimes film needs to be a mood booster a medicine a break from the sad realities of the world if you’re looking for a feel-good film to enjoy then here’s 12 spots of joy to improve your day uklockdown quarantine,0.4,0.0,0.1,0.4,0.1
there was a spike in depression and anxiety immediately following the prime minister’s uklockdown announcement covid19 mental health research by and has found,0.0,0.0,0.0,0.5,0.5
at least one friend can come visit 🐿😍 lockdown isolation home family friends uklockdown london spring timetoreflect breathe garden stayhome stayathome 👈,0.29,0.0,0.29,0.29,0.14
can we make the clocksgoforward by 4 months uklockdown britishsummertime stayathomeandstaysafe clocksforward,0.0,0.0,0.0,1.0,0.0
day 4 of uklockdown and i might fill my bathtub with milk and fulfill my life long dream of becoming a corn flake coronapocalypse covid19 yummy coronavirusuk coronaviruslockdownuk,0.29,0.14,0.14,0.0,0.43
i’m so confused as to why they’re making people quque go in the shop but not monitoring how people are shopping around the aisle surely that defeats the point of social distancing 🤨🧐 uklockdown socialdistancing,0.0,0.0,0.25,0.25,0.5
lest we forget the murder of the many by the few gtto covid19 uklockdown,0.0,0.5,0.0,0.0,0.5
day 4 of uk lockdown : ive basically smoked my body weight in the devils lettuce and woke up with the cat on my face also convinced i have the virus,0.2,0.2,0.2,0.2,0.2
uklockdown y’all need to fucking stay inside and stop complaining that lockdown could last longer you’re the reason that we are grounded for longer stay inside and stop fucking about,0.29,0.29,0.14,0.29,0.0
80% of respondants to our recent twitter mini poll think that greater deterrents are needed to stop people flouting the uk lockdown rules do you agree policestate uklockdown stayathome stayhome staysafe,0.0,0.0,0.33,0.33,0.33
have you noticed changes to wildlife due to the uk lockdown -,0.0,0.0,0.0,0.0,1.0
god bless you carole keep sounding the alarm be well &amp; be safe covid19 ukgoverment uklockdown,0.33,0.0,0.67,0.0,0.0
this episode illustrates the whole problem the so called uklockdown is still open to interpretation to me its hands down an 'unnecessary journey' to many others it won't be,0.0,0.0,0.0,0.25,0.75
have you noticed changes to wildlife due to the uk lockdown (for global wildlife news download wildtrails (android &amp; ios),0.0,0.0,0.0,0.0,1.0
"let me tell you the difference then cycling is a form of exercise motorcycling or driving isn't uklockdown rules: ""one form of exercise a day – for example a run walk or cycle – alone or with members of your immediate household"" merci 😷",0.12,0.0,0.0,0.62,0.25
take note coronavillains covid2019 coronavirus uklockdown,0.0,0.0,0.0,0.0,0.0
it’s so cold today and i’m sitting in my bed doing some reading to warm myself up coldday warmingup uklockdown qurantinelife,0.0,0.0,0.5,0.0,0.5
don’t forget - it’s tonight show your support clapforourcarers stayhomesavelives stayhome covid19uk coronaviruslockdown uklockdown,0.0,1.0,0.0,0.0,0.0
it's life jim but not as we know it uklockdown covid19,0.0,0.0,0.0,0.0,1.0
anecdotal evidence obviously says nothing about the general picture however *if* people across london are behaving like this the uk lockdown / social distancing will fail and the epidemic in the uk won't peak in the next two to three weeks covid19,0.0,0.0,0.4,0.0,0.6
after said: at least the 60% of the population has to get the virus he got it coronavirusoutbreak ukgoverment uklockdown uk,0.0,0.0,1.0,0.0,0.0
coronavirus poll: do you think uk lockdown will be extended after three weeks vote here | uk | news,0.0,0.0,1.0,0.0,0.0
🍎 🎓 has published guidance for schools childcare providers colleges and local authorities in england on maintaining educational provision - find out more through our coronavirus resource hub: schoolclosures uklockdown covid19,0.0,0.0,0.0,0.0,1.0
trying to my head around this “if we can keep deaths below 20 000 we will have done very well in this epidemic ” uklockdown,0.0,0.0,0.0,0.0,1.0
emergencyaidpackage in us history ♦️$ 2 trillion stimulus bill♦️ ♦️$250 billion -direct payments to individuals coronavirusoutbreakindia coronaviruschallenge chinavirus uklockdown italia israel indiabattlescoronavirus stimuluspackage italystaystrong canada,0.0,0.0,0.0,0.0,1.0
the uk lockdown 'could last six months' as the coronavirus outbreak continues to worsen at present the measures will be in place until 13 april at which point they will be reviewed but it's unlikely restrictions will be lifted read more 👇,0.0,0.0,0.25,0.25,0.5
2 different people can sign from 1 email address please use this option to double our signatures 🙏 tukslaw catsofthequarantine dogsofquarantine dogsoftwitter catsoftwitter cat dog uklockdown uk scotland irelandlockdown wales rescuedogs 🙏,0.0,0.0,0.33,0.33,0.33
i'm now out of bread milk potatoes and cheese almost out of fresh vegetables situation critical i'll have to start using tinned vegetables from tomorrow lockdownuk uklockdown,0.0,0.0,0.0,0.0,1.0
good to see scamming arseholes are still going strong during uklockdown website seems legit,0.5,0.0,0.0,0.25,0.25
can we start sending our indian troops to great britain in sanitiser barrels uklockdown,0.5,0.0,0.0,0.0,0.5
does anyone know where you stand regarding moving house supposed to be moving on the 24th of april but not sure if it will still go ahead or not uklockdown,0.25,0.0,0.0,0.0,0.75
"princewilliam and katemiddleton share a glimpse inside their home as they isolate at anmerhall in norfolk ""and princegeorge princesscharlotte and princelouis enjoy the freedom of the spacious gardens "" ever so much fun riding the alligators in the moat uklockdown covid",0.4,0.0,0.2,0.2,0.2
we are at war dont be a fool and stay inside your cave atleast do it for your family and friends coronalockdown coronavirusoutbreakindia uklockdown,0.33,0.33,0.33,0.0,0.0
should you take your partner back if they’ve cheated on you today’s topic 88 0fm relationships bae women men relationshipgoals dating fun cheating cheaters cheat covid_19 corona stayhome selfisolation uklockdown willow nhs issue,0.2,0.0,0.6,0.0,0.2
"""coronavirus live updates: states grapple with medical shortages uk lockdown measures could last six months""",0.0,0.0,0.0,1.0,0.0
thank you for this wonderful initiative hope it will be able to remain in function even after all this uklockdown and coronavirus situation will be finished thank you nationaltheatreathome,0.0,0.0,0.33,0.0,0.67
so what do you do when members of the nhs admit to being out 'unnecessarily' to collect 'non essential' items covid19 nhs uklockdown ukgovernment,0.0,0.0,0.0,1.0,0.0
here's what netflix will be adding in april during the uk lockdown,0.0,0.0,0.0,1.0,0.0
it's so weird not one car going past not one person it's so eerie coronalockdown coronavirus uklockdown,0.0,0.0,0.0,0.33,0.67
album number 3: interpol antics only really got into these in the last 18 months or so incredible live band when i saw them at all points east last summer nice bit of white vinyl too interpol recordcollection uklockdown antics,0.25,0.0,0.38,0.0,0.38
1 week in uklockdown &amp; these are the things i’ve (so far) learned never to take for granted (when life gets back to normal): coronalockdownuk 1) in-person face-to-face conversations 2) pub 3) friendly hugs/greetings 4) saying good morning to a passerby without them flinching,0.33,0.0,0.33,0.0,0.33
to help you through uk lockdown we're giving away a book a day until this sunday saturday's pick is the planets by brian cox a wonderful companion to the bbc series enter our prize draw by midnight at the guardian bookshop,0.12,0.12,0.38,0.0,0.38
uk govt dropping like flies: first now tests positive for covid19 god help us if is the last man standing uklockdown coronavirus,0.0,0.0,0.75,0.0,0.25
a bike ride around a deserted airport great video maybe do it again when things are normal to compare uklockdown,0.33,0.0,0.33,0.0,0.33
coronavirus uk lockdown causes big drop in air pollution air quality in big cities is likely to improve even more in coming weeks say scientists climatechange pollution everycloud,0.0,0.0,0.4,0.0,0.6
desperate times calls for appropriate measures 👊 uklockdown quadrophenia (original motion picture soundtrack),1.0,0.0,0.0,0.0,0.0
oh my uklockdown covid2019 coronaviruslockdownuk coronavirus,0.0,0.0,0.0,0.0,0.0
mad friday queuing for my stamp before last entry uklockdown,0.0,1.0,0.0,0.0,0.0
